index,Term,LoanStatus,BorrowerRate,ProsperRating (Alpha),ListingCategory (numeric),EmploymentStatus,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,Recommendations,Investors
42531,36,Completed,0.3094,HR,Debt Consolidation,Full-time,3.0,2600.0,1.0,3450,2010-07-13,0,90
42532,36,Defaulted,0.2625,D,Business,Full-time,3.0,2400.0,0.0,2550,2010-03-24,0,83
42534,12,Completed,0.2443,E,Debt Consolidation,Employed,0.0,7416.666667,0.0,2000,2012-02-16,0,2
42553,36,Defaulted,0.3099,E,Other,Not employed,21.0,0.0,1.0,4000,2012-02-02,0,51
42555,60,Completed,0.2747,D,Debt Consolidation,Employed,0.0,2083.333333,0.0,9500,2012-07-27,0,15
42561,36,Completed,0.1299,A,Debt Consolidation,Employed,0.0,3750.0,0.0,11500,2013-04-25,0,176
42565,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,2500.0,0.0,7500,2011-09-30,0,48
42568,36,Completed,0.0935,A,Debt Consolidation,Full-time,0.0,6916.666667,1.0,9000,2010-02-11,0,294
42572,36,Completed,0.2,HR,Debt Consolidation,Employed,0.0,2000.0,1.0,2600,2010-10-14,0,3
42576,36,Defaulted,0.3178,D,Home Improvement,Full-time,20.0,7102.333333,1.0,5700,2009-12-22,0,183
42578,36,Completed,0.2599,D,Debt Consolidation,Employed,0.0,6166.666667,0.0,8591,2011-05-23,0,154
42579,36,Completed,0.3199,HR,Debt Consolidation,Employed,1.0,3333.333333,0.0,2000,2011-03-21,0,42
42589,36,Completed,0.235,C,Business,Self-employed,5.0,2500.0,1.0,5300,2010-03-31,1,85
42601,36,Defaulted,0.3177,HR,Other,Employed,0.0,4129.916667,0.0,4000,2012-04-24,0,90
42602,60,Defaulted,0.2468,C,Debt Consolidation,Employed,3.0,4833.333333,0.0,4800,2012-02-28,0,72
42606,60,Defaulted,0.287,D,Other,Employed,0.0,3.75,0.0,7000,2012-05-24,0,33
42610,60,Defaulted,0.2181,C,Home Improvement,Employed,0.0,7500.0,1.0,15000,2012-08-29,0,90
42612,36,Completed,0.3177,HR,Other,Employed,0.0,3333.333333,0.0,2500,2012-08-21,0,26
42617,36,Completed,0.1299,A,Other,Self-employed,0.0,12500.0,1.0,5000,2013-05-07,0,88
42625,36,Completed,0.0955,A,Other,Employed,0.0,2941.416667,0.0,2000,2011-02-15,0,30
42629,36,Completed,0.0839,AA,Debt Consolidation,Employed,0.0,2333.333333,0.0,15000,2012-11-21,0,273
42634,36,Completed,0.2225,D,Debt Consolidation,Employed,0.0,6083.333333,0.0,10000,2013-10-30,0,53
42636,36,Completed,0.2452,D,Debt Consolidation,Employed,0.0,875.0,0.0,3000,2012-03-21,0,10
42640,36,Completed,0.3177,HR,Auto,Self-employed,0.0,1500.0,0.0,2700,2012-11-28,0,34
42641,12,Defaulted,0.1033,B,Debt Consolidation,Employed,4.0,4437.333333,2.0,3500,2012-10-16,0,56
42643,36,Completed,0.2049,C,Debt Consolidation,Employed,0.0,4833.333333,0.0,5000,2012-01-30,0,124
42653,36,Completed,0.0825,AA,Debt Consolidation,Employed,0.0,4583.333333,0.0,10000,2010-09-21,0,272
42655,36,Completed,0.089,A,Debt Consolidation,Employed,0.0,3833.333333,0.0,2500,2011-03-08,0,56
42667,36,Defaulted,0.2452,D,Business,Employed,27.0,7416.666667,0.0,9000,2012-03-30,0,169
42683,36,Completed,0.0999,A,Other,Employed,0.0,11250.0,0.0,25000,2012-03-19,0,396
42685,36,Completed,0.2561,D,Other,Employed,0.0,2750.0,0.0,2500,2011-12-09,0,8
42686,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,8083.333333,0.0,4000,2012-05-03,0,25
42689,36,Completed,0.2024,C,Home Improvement,Employed,0.0,7750.0,4.0,2000,2012-02-10,0,22
42690,36,Completed,0.0655,AA,Debt Consolidation,Employed,0.0,5916.666667,0.0,5000,2011-02-09,0,101
42714,36,Completed,0.092,A,Home Improvement,Full-time,0.0,4500.0,0.0,5000,2010-04-07,0,156
42720,36,Defaulted,0.1939,C,Debt Consolidation,Full-time,0.0,5416.666667,2.0,4500,2012-08-22,0,77
42721,36,Completed,0.2499,D,Other,Employed,0.0,5666.666667,0.0,3000,2012-07-18,0,5
42726,36,Completed,0.1399,B,Debt Consolidation,Employed,0.0,7914.083333,0.0,7500,2011-03-03,0,187
42730,60,Defaulted,0.287,D,Home Improvement,Employed,0.0,8208.333333,0.0,15000,2012-04-24,0,226
42738,60,Defaulted,0.3097,E,Other,Employed,22.0,4541.666667,2.0,2000,2012-10-31,1,16
42739,36,Completed,0.0999,A,Debt Consolidation,Employed,0.0,4166.666667,0.0,5000,2012-02-28,0,85
42740,36,Completed,0.139,A,Home Improvement,Employed,0.0,3333.333333,0.0,25000,2011-10-31,0,126
42741,36,Completed,0.1115,A,Debt Consolidation,Employed,0.0,7333.333333,0.0,15000,2010-08-26,0,476
42755,36,Completed,0.2499,D,Auto,Employed,0.0,6166.666667,0.0,4000,2012-05-30,0,41
42760,36,Completed,0.2524,D,Debt Consolidation,Employed,0.0,4333.333333,0.0,6500,2012-10-04,0,22
42765,60,Defaulted,0.149,A,Other,Not employed,0.0,0.0,0.0,11074,2011-09-29,0,236
42767,36,Completed,0.259,D,Other,Employed,0.0,2250.0,0.0,2500,2010-12-16,0,109
42768,36,Completed,0.1449,B,Debt Consolidation,Employed,0.0,10833.333333,0.0,6000,2012-01-30,0,13
42769,60,Defaulted,0.2498,C,Other,Employed,3.0,5833.333333,0.0,11500,2012-07-31,0,7
42771,36,Completed,0.2552,D,Debt Consolidation,Employed,9.0,2664.166667,0.0,4000,2012-01-25,0,61
42775,36,Defaulted,0.289,D,Debt Consolidation,Employed,0.0,5000.0,0.0,10000,2010-09-28,0,272
42783,60,Defaulted,0.287,D,Home Improvement,Other,0.0,3166.666667,0.0,2500,2012-04-30,0,44
42784,36,Completed,0.092,A,Other,Self-employed,0.0,8333.333333,0.0,2500,2010-07-27,0,59
42788,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,9.0,5491.666667,3.0,8500,2009-12-15,0,100
42790,36,Completed,0.2049,C,Debt Consolidation,Employed,0.0,1000.0,0.0,3500,2012-04-11,0,4
42799,36,Completed,0.099,A,Auto,Employed,0.0,4500.0,1.0,3500,2013-11-06,0,1
42805,36,Completed,0.1799,B,Other,Employed,0.0,7666.666667,0.0,8000,2011-08-11,0,167
42807,36,Completed,0.24,C,Debt Consolidation,Full-time,0.0,6541.666667,2.0,3000,2010-04-02,0,37
42816,36,Completed,0.2148,C,Debt Consolidation,Employed,1.0,5833.333333,0.0,15000,2012-04-30,0,185
42820,60,Defaulted,0.2737,D,Debt Consolidation,Employed,10.0,4825.0,1.0,10000,2012-02-14,0,2
42831,36,Completed,0.106,A,Debt Consolidation,Employed,0.0,2666.666667,1.0,7000,2010-09-29,0,260
42836,12,Completed,0.1897,D,Debt Consolidation,Employed,5.0,7500.0,0.0,8400,2012-07-18,0,162
42838,36,Completed,0.2599,D,Debt Consolidation,Employed,0.0,2916.666667,0.0,3000,2011-10-20,0,34
42840,36,Completed,0.275,D,Auto,Full-time,13.0,3916.666667,0.0,3600,2010-09-24,0,83
42846,36,Completed,0.2847,D,Debt Consolidation,Full-time,1.0,6666.666667,1.0,7500,2009-11-09,0,39
42848,36,Completed,0.1585,C,Other,Employed,0.0,2416.666667,0.0,3800,2014-01-28,0,1
42849,36,Completed,0.319,E,Debt Consolidation,Full-time,27.0,3750.0,1.0,3000,2009-11-30,0,74
42860,36,Completed,0.162,B,Debt Consolidation,Employed,28.0,5833.333333,0.0,5000,2013-10-30,0,1
42866,36,Completed,0.2199,D,Debt Consolidation,Full-time,0.0,7427.833333,1.0,4500,2011-04-26,0,67
42867,36,Completed,0.1902,C,Debt Consolidation,Self-employed,0.0,7916.666667,1.0,15000,2012-05-17,0,60
42868,36,Completed,0.2635,D,Auto,Full-time,0.0,6367.083333,0.0,6500,2009-10-09,0,224
42870,36,Completed,0.18,C,Debt Consolidation,Full-time,0.0,2944.0,1.0,5000,2009-08-07,0,154
42879,36,Completed,0.3099,E,Business,Full-time,0.0,13333.333333,2.0,7500,2011-06-23,0,76
42885,36,Completed,0.25,HR,Debt Consolidation,Full-time,6.0,4573.583333,1.0,4120,2009-12-14,0,36
42893,36,Completed,0.2958,E,Business,Employed,9.0,8000.0,0.0,3000,2012-03-27,0,50
42901,36,Defaulted,0.1449,B,Other,Employed,4.0,2000.0,0.0,4000,2012-02-28,0,40
42909,12,Defaulted,0.1113,B,Home Improvement,Employed,7.0,5000.0,0.0,2000,2011-12-16,0,27
42918,36,Defaulted,0.2999,E,Other,Employed,0.0,4916.666667,1.0,2000,2012-03-29,0,8
42919,36,Completed,0.1469,B,Other,Other,0.0,1658.0,1.0,8500,2012-07-10,0,162
42922,36,Completed,0.3435,E,Home Improvement,Full-time,0.0,7050.0,1.0,7500,2010-10-25,0,190
42928,36,Completed,0.2899,E,Debt Consolidation,Employed,0.0,3250.0,1.0,7500,2011-03-09,0,78
42938,60,Completed,0.1845,B,Other,Employed,0.0,3516.666667,1.0,6000,2012-01-27,0,4
42939,60,Completed,0.1769,B,Home Improvement,Full-time,0.0,1379.333333,1.0,4000,2013-04-10,0,91
42941,60,Completed,0.2468,C,Business,Employed,8.0,7083.333333,0.0,10000,2012-02-21,0,165
42943,36,Completed,0.092,A,Other,Full-time,0.0,4166.666667,0.0,2000,2010-02-26,0,71
42946,36,Completed,0.0655,AA,Debt Consolidation,Employed,0.0,4333.333333,0.0,4000,2011-02-08,0,75
42950,36,Completed,0.3177,HR,Debt Consolidation,Other,0.0,4550.0,0.0,4000,2012-02-14,0,1
42956,60,Defaulted,0.2081,C,Home Improvement,Employed,0.0,4416.666667,2.0,15000,2012-11-07,0,178
42961,12,Completed,0.0565,AA,Other,Employed,0.0,5647.833333,0.0,3500,2012-07-31,0,60
42969,36,Completed,0.2148,C,Home Improvement,Other,6.0,4166.666667,0.0,7500,2012-05-03,0,74
42980,36,Defaulted,0.2625,D,Other,Full-time,6.0,3500.0,0.0,2500,2010-07-12,0,61
42983,36,Completed,0.2399,D,Other,Full-time,3.0,4166.666667,3.0,3000,2011-06-10,0,4
42986,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,2916.666667,0.0,7500,2011-02-14,0,162
42987,36,Completed,0.1399,B,Debt Consolidation,Employed,0.0,16666.666667,0.0,7000,2011-02-28,0,84
42989,36,Completed,0.2958,E,Other,Employed,4.0,5333.333333,0.0,4000,2012-05-09,0,46
42992,36,Completed,0.114,A,Debt Consolidation,Employed,0.0,3000.0,0.0,3000,2011-06-22,0,53
42995,36,Defaulted,0.2599,D,Debt Consolidation,Employed,0.0,5000.0,0.0,5000,2011-10-31,0,27
42998,36,Completed,0.1969,C,Other,Self-employed,4.0,3166.666667,0.0,1700,2010-02-12,0,94
42999,60,Defaulted,0.2489,C,Debt Consolidation,Employed,0.0,2666.666667,0.0,15000,2012-05-01,0,188
43002,36,Completed,0.1799,B,Debt Consolidation,Employed,0.0,2413.666667,0.0,3500,2011-10-28,0,16
43006,36,Completed,0.28,HR,Debt Consolidation,Full-time,26.0,4941.0,1.0,4800,2009-10-06,2,21
43010,60,Completed,0.2468,C,Other,Employed,4.0,7160.333333,0.0,8000,2012-03-06,0,1
43014,36,Completed,0.084,A,Debt Consolidation,Part-time,0.0,2500.0,2.0,3200,2010-01-04,0,45
43016,36,Completed,0.2599,D,Debt Consolidation,Employed,4.0,3775.0,0.0,10000,2011-11-10,0,117
43019,36,Completed,0.35,HR,Debt Consolidation,Employed,0.0,5416.666667,0.0,1850,2010-10-15,0,31
43021,36,Completed,0.2575,D,Debt Consolidation,Employed,0.0,4171.083333,1.0,5500,2010-11-17,0,60
43022,36,Completed,0.2599,D,Auto,Employed,0.0,5833.333333,0.0,5000,2011-11-15,0,74
43025,36,Completed,0.0749,AA,Other,Employed,0.0,16666.666667,0.0,3700,2012-08-13,0,57
43027,36,Completed,0.2049,C,Home Improvement,Other,15.0,1656.0,0.0,2000,2012-03-22,0,29
43028,36,Defaulted,0.3125,HR,Debt Consolidation,Self-employed,0.0,5000.0,1.0,4000,2011-08-31,0,22
43032,12,Completed,0.1389,C,Debt Consolidation,Employed,0.0,7500.0,0.0,15000,2013-01-09,0,258
43033,36,Completed,0.1979,C,Other,Employed,0.0,11750.0,0.0,5000,2013-07-03,0,72
43035,36,Completed,0.2099,C,Auto,Employed,1.0,3083.333333,0.0,6000,2012-07-13,0,63
43037,36,Completed,0.275,D,Business,Full-time,4.0,2291.666667,0.0,5500,2010-10-26,0,134
43043,36,Completed,0.2635,D,Debt Consolidation,Full-time,0.0,2250.0,1.0,6000,2009-10-01,0,210
43047,36,Completed,0.3435,E,Other,Employed,14.0,3468.25,0.0,4200,2010-08-30,0,104
43060,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,2821.666667,0.0,4000,2012-11-07,0,74
43061,60,Defaulted,0.2468,C,Other,Employed,0.0,10833.333333,0.0,8000,2012-03-08,0,2
43062,36,Completed,0.0974,A,Debt Consolidation,Employed,0.0,8904.916667,1.0,6000,2011-12-22,0,10
43066,36,Completed,0.3199,E,Business,Employed,1.0,6833.333333,0.0,3000,2011-01-26,0,57
43067,36,Defaulted,0.1899,C,Debt Consolidation,Employed,1.0,3000.0,1.0,2000,2011-07-22,0,32
43078,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,13733.333333,0.0,4000,2012-11-14,0,33
43082,36,Completed,0.1449,B,Other,Employed,3.0,2362.5,0.0,8000,2011-02-23,0,161
43092,36,Completed,0.11,A,Debt Consolidation,Full-time,0.0,7333.333333,0.0,6000,2009-10-13,0,168
43100,12,Completed,0.1576,C,Debt Consolidation,Employed,8.0,4333.333333,0.0,3000,2012-06-15,0,36
43103,36,Completed,0.111,A,Debt Consolidation,Employed,0.0,4583.333333,3.0,4800,2011-10-18,0,58
43104,36,Completed,0.0699,AA,Other,Employed,0.0,11299.583333,4.0,2000,2013-07-30,1,41
43106,36,Completed,0.2121,C,Home Improvement,Full-time,0.0,8541.666667,1.0,2000,2011-12-22,0,31
43110,60,Completed,0.1845,B,Home Improvement,Employed,0.0,20833.333333,0.0,7500,2012-01-18,0,156
43124,36,Completed,0.3127,HR,Debt Consolidation,Employed,0.0,4833.333333,0.0,4000,2012-01-09,0,8
43129,36,Defaulted,0.2932,E,Other,Employed,0.0,2729.166667,0.0,4000,2013-06-07,0,1
43135,36,Completed,0.1074,A,Other,Full-time,0.0,7166.666667,2.0,3000,2011-11-21,0,50
43137,36,Completed,0.3177,HR,Other,Employed,0.0,3750.0,0.0,4000,2012-08-21,0,34
43139,36,Completed,0.3149,E,Other,Self-employed,6.0,11666.666667,0.0,7500,2011-11-14,0,67
43141,36,Completed,0.2355,C,Business,Full-time,0.0,5166.666667,0.0,8300,2010-04-13,0,267
43143,36,Completed,0.35,HR,Home Improvement,Full-time,21.0,3766.666667,0.0,1500,2010-12-02,0,38
43148,36,Defaulted,0.0899,A,Other,Employed,10.0,5083.333333,1.0,5000,2012-03-13,0,80
43158,36,Completed,0.0839,AA,Debt Consolidation,Employed,0.0,2833.333333,0.0,8000,2012-10-10,0,152
43161,36,Completed,0.1559,B,Business,Employed,0.0,5833.333333,2.0,2000,2011-12-13,0,20
43181,36,Completed,0.1399,B,Business,Employed,0.0,4875.0,0.0,5000,2011-04-11,0,112
43195,12,Completed,0.0565,AA,Other,Employed,0.0,3916.666667,0.0,7500,2012-06-29,0,177
43197,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,8826.25,0.0,3500,2010-03-11,0,105
43202,36,Completed,0.1449,B,Debt Consolidation,Employed,0.0,2750.0,0.0,5000,2012-02-28,0,89
43208,36,Defaulted,0.3177,HR,Other,Self-employed,0.0,3000.0,0.0,4000,2012-02-15,0,1
43209,60,Defaulted,0.1364,A,Business,Employed,10.0,7083.333333,0.0,20000,2012-09-28,0,16
43213,36,Completed,0.0785,AA,Debt Consolidation,Full-time,0.0,15000.0,1.0,11500,2010-10-27,0,375
43218,36,Completed,0.175,C,Debt Consolidation,Full-time,8.0,4004.0,0.0,1000,2010-05-04,0,76
43220,36,Completed,0.054,AA,Other,Full-time,0.0,3750.0,0.0,1000,2010-08-03,0,35
43224,36,Completed,0.1899,D,Business,Full-time,0.0,5416.666667,1.0,1000,2009-08-19,0,41
43227,36,Defaulted,0.195,C,Other,Full-time,0.0,4166.666667,0.0,1000,2010-02-02,0,41
43231,36,Defaulted,0.3177,HR,Debt Consolidation,Self-employed,10.0,208.333333,0.0,2000,2012-07-31,0,8
43232,60,Completed,0.1419,B,Debt Consolidation,Employed,4.0,12500.0,0.0,15000,2013-05-01,0,1
43239,12,Completed,0.2669,E,Business,Self-employed,0.0,10000.0,2.0,7500,2011-05-24,1,93
43245,36,Completed,0.345,D,Debt Consolidation,Full-time,3.0,2500.0,0.0,2000,2010-01-28,0,43
43246,36,Defaulted,0.3199,E,Debt Consolidation,Self-employed,0.0,3333.333333,0.0,7000,2011-05-31,0,44
43248,36,Defaulted,0.2452,D,Debt Consolidation,Employed,0.0,5000.0,0.0,9000,2012-04-13,0,19
43251,36,Defaulted,0.3177,HR,Auto,Other,11.0,2625.0,0.0,4000,2012-04-10,0,7
43254,36,Defaulted,0.3125,HR,Home Improvement,Full-time,27.0,4166.666667,2.0,3000,2011-04-08,0,52
43259,36,Defaulted,0.33,D,Debt Consolidation,Full-time,9.0,2083.333333,0.0,1500,2009-12-30,0,33
43265,36,Completed,0.3099,HR,Debt Consolidation,Full-time,0.0,5409.333333,1.0,3500,2010-01-06,0,113
43267,36,Defaulted,0.3199,E,Business,Employed,0.0,2666.666667,0.0,7500,2011-09-27,0,26
43278,36,Completed,0.295,D,Home Improvement,Employed,0.0,4666.666667,0.0,7500,2011-01-20,0,124
43286,36,Completed,0.104,A,Business,Full-time,0.0,3333.333333,0.0,6000,2009-12-10,0,223
43288,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,6.0,4166.666667,0.0,3000,2012-01-17,0,23
43291,36,Completed,0.2452,D,Other,Employed,0.0,8583.333333,0.0,8000,2012-02-28,0,1
43292,36,Completed,0.071,AA,Other,Full-time,0.0,4166.666667,0.0,3200,2010-07-06,0,122
43299,36,Defaulted,0.35,HR,Auto,Full-time,2.0,4583.333333,2.0,1500,2010-08-24,0,17
43304,36,Completed,0.3149,E,Other,Self-employed,0.0,19583.333333,0.0,7500,2011-10-21,0,91
43306,36,Completed,0.2639,E,Home Improvement,Self-employed,1.0,2500.0,0.0,4000,2013-01-16,0,85
43308,36,Defaulted,0.3125,HR,Debt Consolidation,Full-time,5.0,7133.75,1.0,3500,2011-07-14,0,35
43309,36,Completed,0.3177,HR,Home Improvement,Employed,3.0,4750.0,0.0,4000,2012-02-27,0,3
43317,36,Completed,0.343,E,Other,Full-time,9.0,3875.0,0.0,5000,2010-02-09,0,192
43322,36,Completed,0.0899,A,Debt Consolidation,Employed,0.0,12166.666667,1.0,18000,2012-01-31,1,73
43323,36,Completed,0.3199,E,Other,Employed,0.0,4916.666667,0.0,2000,2011-03-07,0,44
43324,60,Defaulted,0.2498,C,Debt Consolidation,Employed,0.0,9583.333333,0.0,17500,2012-09-24,0,34
43325,60,Completed,0.2024,C,Debt Consolidation,Employed,0.0,4583.333333,0.0,6500,2013-05-16,0,1
43329,36,Completed,0.1129,A,Home Improvement,Employed,0.0,6666.666667,1.0,7500,2011-09-30,0,41
43335,36,Completed,0.2049,C,Debt Consolidation,Employed,20.0,6600.0,0.0,15000,2012-01-27,0,85
43340,60,Defaulted,0.2699,D,Debt Consolidation,Full-time,0.0,5416.666667,1.0,12500,2011-05-27,0,115
43341,36,Completed,0.14,B,Debt Consolidation,Full-time,0.0,6733.333333,0.0,7000,2009-12-31,0,224
43342,36,Completed,0.1365,B,Debt Consolidation,Full-time,0.0,10750.0,2.0,12000,2010-11-08,0,373
43360,12,Defaulted,0.2384,E,Debt Consolidation,Employed,12.0,3250.0,1.0,3000,2012-07-02,0,44
43363,36,Completed,0.0605,AA,Other,Employed,0.0,3083.333333,3.0,4000,2013-10-30,0,1
43367,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,2250.0,0.0,3500,2012-08-30,0,28
43372,60,Completed,0.1845,B,Business,Employed,0.0,3750.0,0.0,12000,2012-01-25,0,33
43375,60,Completed,0.1845,B,Debt Consolidation,Employed,0.0,5000.0,0.0,13000,2012-02-21,0,36
43382,36,Defaulted,0.1399,B,Debt Consolidation,Employed,0.0,7916.666667,0.0,2500,2011-03-08,0,52
43385,36,Completed,0.1685,C,Debt Consolidation,Employed,0.0,7616.666667,0.0,4500,2013-12-10,0,1
43388,36,Completed,0.3199,E,Auto,Employed,70.0,5416.666667,0.0,3000,2011-05-20,0,24
43390,36,Completed,0.181,HR,Other,Part-time,0.0,1500.0,0.0,2500,2010-01-25,0,8
43396,12,Completed,0.1739,D,Debt Consolidation,Full-time,0.0,3750.0,2.0,2000,2012-09-28,0,23
43397,12,Completed,0.0628,A,Debt Consolidation,Employed,0.0,6250.0,2.0,2000,2012-07-03,0,48
43401,36,Completed,0.2499,D,Other,Employed,0.0,1000.0,1.0,4000,2011-02-08,0,83
43409,36,Completed,0.3134,HR,Debt Consolidation,Employed,0.0,4725.0,1.0,2000,2013-07-31,0,10
43412,36,Defaulted,0.3177,HR,Other,Other,0.0,2300.0,0.0,3500,2012-03-12,0,10
43415,36,Completed,0.322,E,Debt Consolidation,Employed,26.0,8500.0,0.0,7500,2011-01-18,0,160
43417,36,Completed,0.2909,E,Other,Employed,2.0,3750.0,1.0,2000,2012-08-14,0,45
43418,36,Completed,0.3199,HR,Other,Employed,0.0,3349.666667,0.0,4000,2011-05-31,0,5
43421,36,Defaulted,0.35,HR,Debt Consolidation,Self-employed,2.0,11250.0,1.0,5000,2010-09-23,0,79
43433,36,Completed,0.2699,D,Other,Employed,20.0,1923.25,0.0,2469,2011-08-16,0,54
43447,60,Completed,0.1396,A,Other,Employed,0.0,2500.0,0.0,10000,2012-02-29,0,40
43451,36,Completed,0.2699,D,Debt Consolidation,Employed,0.0,12675.0,0.0,5680,2011-08-29,0,63
43452,36,Completed,0.1035,A,Debt Consolidation,Full-time,0.0,7416.666667,1.0,6000,2009-09-01,0,256
43453,36,Completed,0.2524,D,Business,Employed,0.0,5666.666667,0.0,2000,2012-08-02,0,14
43460,36,Completed,0.168,D,Other,Employed,0.0,6678.75,2.0,4000,2010-08-24,0,108
43464,36,Completed,0.2625,D,Auto,Full-time,14.0,4000.0,0.0,2000,2010-06-30,0,65
43466,36,Completed,0.1449,B,Other,Employed,1.0,3645.666667,0.0,9000,2012-01-18,0,103
43467,36,Completed,0.1089,A,Other,Employed,0.0,4333.333333,1.0,2500,2013-07-31,0,1
43469,36,Completed,0.18,C,Other,Full-time,0.0,3604.166667,2.0,1000,2009-07-27,0,27
43477,60,Completed,0.2699,D,Other,Full-time,0.0,2583.333333,1.0,15000,2011-06-14,0,200
43478,36,Defaulted,0.2786,E,Debt Consolidation,Employed,0.0,8333.333333,2.0,4000,2013-04-12,0,10
43482,36,Completed,0.3075,HR,Debt Consolidation,Employed,1.0,2478.333333,1.0,4000,2010-09-23,0,123
43483,60,Defaulted,0.2862,E,Other,Employed,6.0,4750.0,0.0,2000,2013-06-19,0,1
43484,36,Completed,0.2699,D,Debt Consolidation,Employed,0.0,5416.666667,0.0,3500,2011-09-09,0,32
43485,36,Completed,0.3073,E,Debt Consolidation,Employed,0.0,6533.333333,2.0,4000,2011-12-30,0,4
43490,36,Completed,0.2199,D,Auto,Employed,0.0,12500.0,0.0,5500,2012-09-05,0,56
43498,36,Completed,0.1899,C,Other,Employed,0.0,3500.0,3.0,2000,2011-05-25,0,35
43501,36,Completed,0.0749,AA,Other,Employed,22.0,7500.0,0.0,25000,2012-05-03,0,614
43510,60,Completed,0.2489,C,Debt Consolidation,Employed,0.0,1500.0,0.0,6500,2012-05-17,0,89
43512,60,Completed,0.1551,A,Home Improvement,Other,0.0,2666.666667,0.0,3500,2012-06-29,0,13
43518,60,Completed,0.1223,A,Other,Employed,0.0,2541.666667,0.0,10000,2012-12-26,0,128
43519,36,Completed,0.3127,HR,Home Improvement,Other,30.0,125.0,0.0,4000,2012-01-04,0,85
43532,36,Completed,0.322,E,Business,Employed,0.0,4333.333333,0.0,7500,2011-01-24,0,98
43536,60,Completed,0.2962,E,Debt Consolidation,Employed,0.0,4083.333333,3.0,4000,2012-10-11,0,43
43540,12,Completed,0.2669,E,Other,Employed,9.0,6000.0,0.0,2000,2011-09-16,0,34
43550,36,Completed,0.1559,B,Debt Consolidation,Employed,20.0,2800.0,1.0,10000,2013-04-17,0,1
43551,36,Completed,0.2845,HR,Debt Consolidation,Full-time,0.0,4250.0,1.0,3265,2010-04-27,2,102
43553,60,Defaulted,0.3304,E,Debt Consolidation,Full-time,0.0,3333.333333,0.0,4000,2012-04-24,0,75
43554,60,Defaulted,0.3032,E,Debt Consolidation,Employed,1.0,10500.0,4.0,4000,2013-04-24,0,33
43555,36,Completed,0.1799,B,Home Improvement,Employed,1.0,13333.333333,0.0,10000,2011-10-12,0,128
43560,36,Defaulted,0.35,HR,Other,Employed,1.0,3000.0,0.0,1000,2010-09-29,0,27
43569,36,Completed,0.1089,A,Other,Full-time,0.0,4583.333333,2.0,2000,2012-08-17,0,46
43580,36,Defaulted,0.3435,E,Other,Retired,0.0,7166.666667,0.0,4000,2010-10-14,0,105
43592,36,Defaulted,0.3199,E,Other,Retired,29.0,1490.0,0.0,2500,2011-09-09,0,17
43593,36,Completed,0.2148,C,Debt Consolidation,Employed,0.0,12637.583333,0.0,13000,2012-06-18,0,163
43595,60,Defaulted,0.2218,C,Home Improvement,Employed,0.0,3000.0,0.0,9500,2012-08-29,0,22
43599,36,Completed,0.3108,E,Auto,Employed,0.0,4766.666667,0.0,7500,2011-11-30,0,14
43602,36,Defaulted,0.2511,D,Home Improvement,Other,6.0,1658.333333,0.0,5500,2011-12-23,0,62
43607,60,Completed,0.1551,A,Debt Consolidation,Employed,26.0,8750.0,0.0,11500,2012-05-23,0,224
43624,36,Defaulted,0.111,A,Debt Consolidation,Employed,0.0,5416.666667,1.0,18500,2011-10-31,0,102
43626,36,Completed,0.1734,C,Debt Consolidation,Employed,0.0,3250.0,0.0,6000,2013-05-08,0,26
43628,36,Defaulted,0.1664,B,Debt Consolidation,Employed,0.0,3750.0,0.0,5000,2011-12-09,0,94
43630,12,Completed,0.1863,D,Business,Employed,0.0,2500.0,0.0,6000,2012-08-29,0,103
43636,60,Completed,0.1914,C,Home Improvement,Employed,0.0,5333.333333,2.0,3000,2013-06-28,0,1
43639,36,Completed,0.1349,B,Other,Employed,0.0,2500.0,1.0,4000,2013-11-20,0,23
43643,36,Completed,0.1189,AA,Business,Full-time,0.0,4166.666667,0.0,7000,2010-03-22,0,228
43644,36,Completed,0.083,AA,Home Improvement,Full-time,0.0,7833.333333,0.0,7000,2010-04-09,0,240
43647,60,Completed,0.1914,C,Debt Consolidation,Employed,0.0,5833.333333,1.0,15000,2013-06-07,0,1
43649,36,Completed,0.1249,A,Other,Employed,0.0,5000.0,1.0,6000,2013-02-14,0,93
43657,36,Completed,0.1469,B,Other,Employed,0.0,4381.666667,1.0,4000,2012-05-17,0,82
43659,12,Completed,0.2484,E,Business,Full-time,5.0,15416.666667,1.0,4000,2012-02-06,0,3
43660,36,Completed,0.2574,D,Debt Consolidation,Employed,0.0,3791.666667,1.0,10000,2011-11-09,0,85
43665,36,Completed,0.144,B,Debt Consolidation,Employed,0.0,6000.0,0.0,15000,2013-10-04,0,1
